dumbbell_fly_finish.jpg	https://dnznrvs05pmza.cloudfront.net/gemini/gemini-3.1-flash-lite-image/images/9f88418d-424f-4e79-bf5c-a8cd8b21a1ff/Edit__start__Preserve_exactly_the_same_man__face__hair__clot.jpg?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiODUxODI0ZTc1NjZlNTE5ZSIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc4ODMzNzYzOX0.FjLbgwwBYtJtRcX04AYIHBaWVHK4u2mW2M0SDEGAVio
deadlift_finish.jpg	https://dnznrvs05pmza.cloudfront.net/gemini/gemini-3.1-flash-lite-image/images/ef39b679-5e07-473d-b95c-8392689fb7a3/Edit__start__Preserve_exactly_the_same_man__face__hair__clot.jpg?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiY2Y3MThkY2E2MTkyNWMyNiIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc4ODM1NDM3OH0.cSVvNPTSJ1-UI6N6a68RC-pwU7O2xqwyD-YEJ0UhM9A
biceps_curl_finish.jpg	https://dnznrvs05pmza.cloudfront.net/gemini/gemini-3.1-flash-lite-image/images/0330830a-88d2-47a7-8708-a3e31f24b176/Edit__start__Preserve_exactly_the_same_man__face__hair__clot.jpg?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiZjY2NDJmM2E0ZWQ5NDAyZCIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc4ODM0NjQyNn0.qOTK0Ud9zNusBPVpQE5loy_3Gp1sLltNSKsCR6ovVK4
bench_press_barbell_finish.jpg	https://dnznrvs05pmza.cloudfront.net/gemini/gemini-3.1-flash-lite-image/images/7936f747-2f0b-4209-a215-f65150a75cfa/Edit__start__Preserve_exactly_the_same_man__face__hair__clot.jpg?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiYTc5ZWZhYzMyMTRlZDY2OSIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc4ODM3Mzk1NX0.-k_v7t-6AbzK9pesqvqTZItcqt7NPZDfEznaYN_9vsU
barbell_row_finish.jpg	https://dnznrvs05pmza.cloudfront.net/gemini/gemini-3.1-flash-lite-image/images/d0e775bd-6ac8-48f7-a3aa-f24895d3d24c/Edit__start__Preserve_exactly_the_same_man__face__hair__clot.jpg?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiMzAyMjdmZGM5ZTc3NDNmMyIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc4ODM4MDEyNH0.jp66YO2uygIga2_n9IHS-uXVNKJrOa6mXBSf_cQbH9o
plank_finish.jpg	https://dnznrvs05pmza.cloudfront.net/gemini/gemini-3.1-flash-lite-image/images/ab9bd65b-b45e-4121-8411-162d49f84b2d/Edit__start__Preserve_exactly_the_same_man__face__hair__clot.jpg?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiZTM4NzUwMmU4ZjYwOTc2ZSIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc4ODM2NDcxOH0.qKoZ-x6gwKZQaBlbAQVEaLV77nl0X3hGX9cZICAFl9M
bear_hover_finish.jpg	https://dnznrvs05pmza.cloudfront.net/gemini/gemini-3.1-flash-lite-image/images/60fc32fd-78d7-4430-b336-bc925aeea021/Edit__start__Preserve_exactly_the_same_man__face__hair__clot.jpg?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiYjJhMDgyYmNlYWQ1MDEzMCIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc4ODM4Njg3Nn0.b5XJ7uP3Rpqmsz8t1PzRiXLQpe2Sg2ZtNgwkDf8jp4o
low_mountain_finish.jpg	https://dnznrvs05pmza.cloudfront.net/gemini/gemini-3.1-flash-lite-image/images/2b4b14ed-0678-4441-a75b-b7e6be4d602c/Edit__start__Preserve_exactly_the_same_man__face__hair__clot.jpg?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiMzZkODNkOTQ1Mzk1NDJiNCIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc4ODM3NDgwNH0.Cd8DuGYBYSS2fN-kQfiX8U1LQq_IAKCkJV1X_I9xIkU
side_plank_finish.jpg	https://dnznrvs05pmza.cloudfront.net/gemini/gemini-3.1-flash-lite-image/images/bbe226df-ba94-4fad-ba2f-8078c5061f90/Edit__start__Preserve_exactly_the_same_man__face__hair__clot.jpg?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiYjY4MDA4OTZkZDJlMjEyYiIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc4ODMwODExOH0.Nhbw8c894ZYeZ5L8_c_IM2ujE034rJzXEY9T6olbMCw
calf_raise_finish.jpg	https://dnznrvs05pmza.cloudfront.net/gemini/gemini-3.1-flash-lite-image/images/ea2880d6-16b9-42c1-9ed6-c28a497eea1d/Edit__start__Preserve_exactly_the_same_man__face__hair__clot.jpg?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiYWIzODk3NzhhZjE1OWQ3ZSIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc4ODM3OTEyOH0.4UHxIu3a8KjxoXL_Iit60vvecNWhGi8E0AOpCqIExPQ
split_squat_finish.jpg	https://dnznrvs05pmza.cloudfront.net/gemini/gemini-3.1-flash-lite-image/images/7543fbb7-03bc-4567-b8fa-ac4c1ed455d7/Edit__start__Preserve_exactly_the_same_man__face__hair__clot.jpg?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiOGZmYmIxNjBlM2IzZDg1OSIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc4ODM3MjgzMn0.ZdzlLGLiSgdsakPO22LWOm6OMiwAE1oA9gb4MflIKzg
reverse_lunge_finish.jpg	https://dnznrvs05pmza.cloudfront.net/gemini/gemini-3.1-flash-lite-image/images/a1d6cbf0-724f-4c22-80ea-ae73b14bb492/Edit__start__Preserve_exactly_the_same_man__face__hair__clot.jpg?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiNzY5MTIzZjljYzkxNWE0MCIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc4ODM0MzQxN30.sUOuRE2RUn98BaX6MSuRJG4_89I_PDzCMweG4766ef0
